PassengerId,Pclass,Sex,Age,SibSp,Parch,SurvProba,Embarked_Q,Embarked_S
506,1,1,18.0,1,0,0.065741193,0,0
723,2,1,34.0,0,0,0.030126788999999998,0,1
232,3,1,29.0,0,0,0.015477399000000001,0,1
406,2,1,34.0,1,0,0.030126788999999998,0,1
569,3,1,28.0,0,0,0.025397631000000004,0,0
318,2,1,54.0,0,0,0.030126788999999998,0,1
184,2,1,1.0,2,1,0.030126788999999998,0,1
763,3,1,20.0,0,0,0.025397631000000004,0,0
761,3,1,28.0,0,0,0.015477399000000001,0,1
694,3,1,25.0,0,0,0.025397631000000004,0,0
610,1,0,40.0,0,0,0.15728396600000003,0,1
627,2,1,57.0,0,0,0.034775432999999994,1,0
486,3,0,28.0,3,1,0.060763122,0,1
279,3,1,7.0,4,1,0.017865603,1,0
631,1,1,80.0,0,0,0.040062897,0,1
21,2,1,35.0,0,0,0.030126788999999998,0,1
171,1,1,61.0,0,0,0.040062897,0,1
402,3,1,26.0,0,0,0.015477399000000001,0,1
827,3,1,28.0,0,0,0.015477399000000001,0,1
567,3,1,19.0,0,0,0.015477399000000001,0,1
177,3,1,28.0,3,1,0.015477399000000001,0,1
328,2,0,36.0,0,0,0.11827554200000001,0,1
707,2,0,45.0,0,0,0.11827554200000001,0,1
199,3,0,28.0,0,0,0.070139034,1,0
471,3,1,28.0,0,0,0.015477399000000001,0,1
881,2,0,25.0,0,1,0.11827554200000001,0,1
695,1,1,60.0,0,0,0.040062897,0,1
267,3,1,16.0,4,1,0.015477399000000001,0,1
616,2,0,24.0,1,2,0.11827554200000001,0,1
733,2,1,28.0,0,0,0.030126788999999998,0,1
493,1,1,55.0,0,0,0.040062897,0,1
131,3,1,33.0,0,0,0.025397631000000004,0,0
339,3,1,45.0,0,0,0.015477399000000001,0,1
759,3,1,34.0,0,0,0.015477399000000001,0,1
490,3,1,9.0,1,1,0.015477399000000001,0,1
573,1,1,36.0,0,0,0.040062897,0,1
607,3,1,30.0,0,0,0.015477399000000001,0,1
194,2,1,3.0,1,1,0.030126788999999998,0,1
141,3,0,28.0,0,2,0.099709218,0,0
417,2,0,34.0,1,1,0.11827554200000001,0,1
661,1,1,50.0,2,0,0.040062897,0,1
477,2,1,34.0,1,0,0.030126788999999998,0,1
715,2,1,52.0,0,0,0.030126788999999998,0,1
153,3,1,55.5,0,0,0.015477399000000001,0,1
802,2,0,31.0,1,1,0.11827554200000001,0,1
11,3,0,4.0,1,1,0.060763122,0,1
270,1,0,35.0,0,0,0.15728396600000003,0,1
97,1,1,71.0,0,0,0.065741193,0,0
211,3,1,24.0,0,0,0.015477399000000001,0,1
880,1,0,56.0,0,1,0.25809505400000005,0,0
753,3,1,33.0,0,0,0.015477399000000001,0,1
570,3,1,32.0,0,0,0.015477399000000001,0,1
549,3,1,33.0,1,1,0.015477399000000001,0,1
844,3,1,34.5,0,0,0.025397631000000004,0,0
533,3,1,17.0,1,1,0.025397631000000004,0,0
835,3,1,18.0,0,0,0.015477399000000001,0,1
333,1,1,38.0,0,1,0.040062897,0,1
76,3,1,25.0,0,0,0.015477399000000001,0,1
713,1,1,48.0,1,0,0.040062897,0,1
78,3,1,28.0,0,0,0.015477399000000001,0,1
264,1,1,40.0,0,0,0.040062897,0,1
887,2,1,27.0,0,0,0.030126788999999998,0,1
150,2,1,42.0,0,0,0.030126788999999998,0,1
834,3,1,23.0,0,0,0.015477399000000001,0,1
515,3,1,24.0,0,0,0.015477399000000001,0,1
841,3,1,20.0,0,0,0.015477399000000001,0,1
470,3,0,0.75,2,1,0.099709218,0,0
565,3,0,28.0,0,0,0.060763122,0,1
775,2,0,54.0,1,3,0.11827554200000001,0,1
462,3,1,34.0,0,0,0.015477399000000001,0,1
254,3,1,30.0,1,0,0.015477399000000001,0,1
772,3,1,48.0,0,0,0.015477399000000001,0,1
370,1,0,24.0,0,0,0.25809505400000005,0,0
322,3,1,27.0,0,0,0.015477399000000001,0,1
696,2,1,52.0,0,0,0.030126788999999998,0,1
152,1,0,22.0,1,0,0.15728396600000003,0,1
850,1,0,28.0,1,0,0.25809505400000005,0,0
303,3,1,19.0,0,0,0.015477399000000001,0,1
191,2,0,32.0,0,0,0.11827554200000001,0,1
587,2,1,47.0,0,0,0.030126788999999998,0,1
349,3,1,3.0,1,1,0.015477399000000001,0,1
244,3,1,22.0,0,0,0.015477399000000001,0,1
794,1,1,28.0,0,0,0.065741193,0,0
88,3,1,28.0,0,0,0.015477399000000001,0,1
752,3,1,6.0,0,1,0.015477399000000001,0,1
656,2,1,24.0,2,0,0.030126788999999998,0,1
813,2,1,35.0,0,0,0.030126788999999998,0,1
779,3,1,28.0,0,0,0.017865603,1,0
419,2,1,30.0,0,0,0.030126788999999998,0,1
289,2,1,42.0,0,0,0.030126788999999998,0,1
649,3,1,28.0,0,0,0.015477399000000001,0,1
167,1,0,28.0,0,1,0.15728396600000003,0,1
596,3,1,36.0,1,1,0.015477399000000001,0,1
839,3,1,32.0,0,0,0.015477399000000001,0,1
156,1,1,51.0,0,1,0.065741193,0,0
357,1,0,22.0,0,1,0.15728396600000003,0,1
382,3,0,1.0,0,2,0.099709218,0,0
280,3,0,35.0,1,1,0.060763122,0,1
127,3,1,28.0,0,0,0.017865603,1,0
708,1,1,42.0,0,0,0.040062897,0,1
778,3,0,5.0,0,0,0.060763122,0,1
23,3,0,15.0,0,0,0.070139034,1,0
617,3,1,34.0,1,1,0.015477399000000001,0,1
666,2,1,32.0,2,0,0.030126788999999998,0,1
283,3,1,16.0,0,0,0.015477399000000001,0,1
472,3,1,38.0,0,0,0.015477399000000001,0,1
739,3,1,28.0,0,0,0.015477399000000001,0,1
368,3,0,28.0,0,0,0.099709218,0,0
26,3,0,38.0,1,5,0.060763122,0,1
197,3,1,28.0,0,0,0.017865603,1,0
65,1,1,28.0,0,0,0.065741193,0,0
16,2,0,55.0,0,0,0.11827554200000001,0,1
467,2,1,28.0,0,0,0.030126788999999998,0,1
298,1,0,2.0,1,2,0.15728396600000003,0,1
622,1,1,42.0,1,0,0.040062897,0,1
337,1,1,29.0,1,0,0.040062897,0,1
821,1,0,52.0,1,1,0.15728396600000003,0,1
27,3,1,28.0,0,0,0.025397631000000004,0,0
589,3,1,22.0,0,0,0.015477399000000001,0,1
44,2,0,3.0,1,2,0.194084198,0,0
498,3,1,28.0,0,0,0.015477399000000001,0,1
793,3,0,28.0,8,2,0.060763122,0,1
516,1,1,47.0,0,0,0.040062897,0,1
855,2,0,44.0,1,0,0.11827554200000001,0,1
562,3,1,40.0,0,0,0.015477399000000001,0,1
455,3,1,28.0,0,0,0.015477399000000001,0,1
388,2,0,36.0,0,0,0.11827554200000001,0,1
72,3,0,16.0,5,2,0.060763122,0,1
543,3,0,11.0,4,2,0.060763122,0,1
457,1,1,65.0,0,0,0.040062897,0,1
634,1,1,28.0,0,0,0.040062897,0,1
432,3,0,28.0,1,0,0.060763122,0,1
628,1,0,21.0,0,0,0.15728396600000003,0,1
654,3,0,28.0,0,0,0.070139034,1,0
729,2,1,25.0,1,0,0.030126788999999998,0,1
265,3,0,28.0,0,0,0.070139034,1,0
210,1,1,40.0,0,0,0.065741193,0,0
317,2,0,24.0,1,0,0.11827554200000001,0,1
514,1,0,54.0,1,0,0.25809505400000005,0,0
314,3,1,28.0,0,0,0.015477399000000001,0,1
535,3,0,30.0,0,0,0.060763122,0,1
830,1,0,62.0,0,0,0.15728396600000003,0,1
320,1,0,40.0,1,1,0.25809505400000005,0,0
8,3,1,2.0,3,1,0.015477399000000001,0,1
394,1,0,23.0,1,0,0.25809505400000005,0,0
142,3,0,22.0,0,0,0.060763122,0,1
87,3,1,16.0,1,3,0.015477399000000001,0,1
479,3,1,22.0,0,0,0.015477399000000001,0,1
504,3,0,37.0,0,0,0.060763122,0,1
754,3,1,23.0,0,0,0.015477399000000001,0,1
216,1,0,31.0,1,0,0.25809505400000005,0,0
581,2,0,25.0,1,1,0.11827554200000001,0,1
563,2,1,28.0,0,0,0.030126788999999998,0,1
399,2,1,23.0,0,0,0.030126788999999998,0,1
669,3,1,43.0,0,0,0.015477399000000001,0,1
491,3,1,28.0,1,0,0.015477399000000001,0,1
253,1,1,62.0,0,0,0.040062897,0,1
469,3,1,28.0,0,0,0.017865603,1,0
358,2,0,38.0,0,0,0.11827554200000001,0,1
255,3,0,41.0,0,2,0.060763122,0,1
277,3,0,45.0,0,0,0.060763122,0,1
179,2,1,30.0,0,0,0.030126788999999998,0,1
282,3,1,28.0,0,0,0.015477399000000001,0,1
391,1,1,36.0,1,2,0.040062897,0,1
509,3,1,28.0,0,0,0.015477399000000001,0,1
750,3,1,31.0,0,0,0.017865603,1,0
584,1,1,36.0,0,0,0.065741193,0,0
130,3,1,45.0,0,0,0.015477399000000001,0,1
145,2,1,18.0,0,0,0.030126788999999998,0,1
848,3,1,35.0,0,0,0.025397631000000004,0,0
646,1,1,48.0,1,0,0.065741193,0,0
716,3,1,19.0,0,0,0.015477399000000001,0,1
768,3,0,30.5,0,0,0.070139034,1,0
73,2,1,21.0,0,0,0.030126788999999998,0,1
236,3,0,28.0,0,0,0.060763122,0,1
38,3,1,21.0,0,0,0.015477399000000001,0,1
